10	972	347	810	185
20	972	347	810	185
30	972	347	810	185
40	972	347	810	185
50	972	347	810	185
60	972	347	810	185
70	972	347	810	185
80	972	347	810	185
90	972	347	810	185
100	972	347	810	185
110	972	347	810	185
120	972	347	810	185
130	972	347	810	185
140	972	347	810	185
150	972	347	810	185
160	1361	486	1134	259
170	1361	486	1134	259
180	1361	486	1134	259
190	1361	486	1134	259
200	1361	486	1134	259
210	1361	486	1134	259
220	1361	486	1134	259
230	1361	486	1134	259
240	1361	486	1134	259
250	1361	486	1134	259
260	1361	486	1134	259
270	1361	486	1134	259
280	1361	486	1134	259
290	1361	486	1134	259
300	1361	486	1134	259
310	1653	590	1377	315
320	1653	590	1377	315
330	1653	590	1377	315
340	1653	590	1377	315
350	1653	590	1377	315
360	1653	590	1377	315
370	1653	590	1377	315
380	1653	590	1377	315
390	1653	590	1377	315
400	1653	590	1377	315
410	1653	590	1377	315
420	1653	590	1377	315
430	1653	590	1377	315
440	1653	590	1377	315
450	1653	590	1377	315
460	1789	639	1491	341
470	1789	639	1491	341
480	1789	639	1491	341
490	1789	639	1491	341
500	1789	639	1491	341
510	1789	639	1491	341
520	1789	639	1491	341
530	1789	639	1491	341
540	1789	639	1491	341
550	1789	639	1491	341
560	1789	639	1491	341
570	1789	639	1491	341
580	1789	639	1491	341
590	1789	639	1491	341
600	1789	639	1491	341
610	1555	555	1296	296
620	1555	555	1296	296
630	1555	555	1296	296
640	1555	555	1296	296
650	1555	555	1296	296
660	1555	555	1296	296
670	1555	555	1296	296
680	1555	555	1296	296
690	1555	555	1296	296
700	1555	555	1296	296
710	1555	555	1296	296
720	1555	555	1296	296
730	1555	555	1296	296
740	1555	555	1296	296
750	1555	555	1296	296
760	1361	486	1134	259
770	1361	486	1134	259
780	1361	486	1134	259
790	1361	486	1134	259
800	1361	486	1134	259
810	1361	486	1134	259
820	1361	486	1134	259
830	1361	486	1134	259
840	1361	486	1134	259
850	1361	486	1134	259
860	1361	486	1134	259
870	1361	486	1134	259
880	1361	486	1134	259
890	1361	486	1134	259
900	1361	486	1134	259
910	0	0	0	0
920	0	0	0	0
930	0	0	0	0
940	0	0	0	0
950	0	0	0	0
960	0	0	0	0
970	0	0	0	0
980	0	0	0	0
990	0	0	0	0
1000	0	0	0	0
1010	0	0	0	0
1020	0	0	0	0
1030	0	0	0	0
1040	0	0	0	0
1050	0	0	0	0
1060	0	0	0	0
1070	0	0	0	0
1080	0	0	0	0
1090	0	0	0	0
1100	0	0	0	0
1110	0	0	0	0
1120	0	0	0	0
1130	0	0	0	0
1140	0	0	0	0
1150	0	0	0	0
1160	0	0	0	0
1170	0	0	0	0
1180	0	0	0	0
1190	0	0	0	0
1200	0	0	0	0
1210	0	0	0	0
1220	0	0	0	0
1230	0	0	0	0
1240	0	0	0	0
1250	0	0	0	0
1260	0	0	0	0
1270	0	0	0	0
1280	0	0	0	0
1290	0	0	0	0
1300	0	0	0	0
1310	0	0	0	0
1320	0	0	0	0
1330	0	0	0	0
1340	0	0	0	0
1350	0	0	0	0
1360	0	0	0	0
1370	0	0	0	0
1380	0	0	0	0
1390	0	0	0	0
1400	0	0	0	0
1410	0	0	0	0
1420	0	0	0	0
1430	0	0	0	0
1440	0	0	0	0
1450	0	0	0	0
1460	0	0	0	0
1470	0	0	0	0
1480	0	0	0	0
1490	0	0	0	0
1500	0	0	0	0
1510	0	0	0	0
1520	0	0	0	0
1530	0	0	0	0
1540	0	0	0	0
1550	0	0	0	0
1560	0	0	0	0
1570	0	0	0	0
1580	0	0	0	0
1590	0	0	0	0
1600	0	0	0	0
1610	0	0	0	0
1620	0	0	0	0
1630	0	0	0	0
1640	0	0	0	0
1650	0	0	0	0
1660	0	0	0	0
1670	0	0	0	0
1680	0	0	0	0
1690	0	0	0	0
1700	0	0	0	0
1710	0	0	0	0
1720	0	0	0	0
1730	0	0	0	0
1740	0	0	0	0
1750	0	0	0	0
1760	0	0	0	0
1770	0	0	0	0
1780	0	0	0	0
1790	0	0	0	0
1800	0	0	0	0
